type_id,lat,lng,type,id,district
269,30.697809,104.0721545,sp,568,金牛区
270,30.667177,104.070522,sp,569,青羊区
273,30.6678445,104.0709935,sp,570,青羊区
274,30.702727,104.073973,sp,571,成华区
279,30.716197,104.071948,sp,572,金牛区
282,30.677498,104.071514,sp,573,青羊区
286,30.7205535,104.076001,sp,574,金牛区
288,30.722141,104.071841,sp,575,金牛区
290,30.70502,104.071948,sp,576,成华区
293,30.7259215,104.072308,sp,577,金牛区
295,30.66012,104.072408,sp,578,锦江区
296,30.722633,104.0734975,sp,579,金牛区
298,30.669411,104.0732395,sp,580,青羊区
300,30.6582935,104.072837,sp,581,锦江区
304,30.666205,104.073113,sp,582,青羊区
305,30.6593045,104.0743325,sp,583,锦江区
307,30.671229,104.073332,sp,584,青羊区
309,30.661634,104.073468,sp,585,锦江区
310,30.676033,104.0746835,sp,586,青羊区
312,30.6796765,104.0746575,sp,587,金牛区
315,30.705145,104.0875,sp,588,成华区
317,30.693697,104.074244,sp,589,金牛区
320,30.663854,104.07509,sp,590,锦江区
321,30.6721915,104.079588,sp,591,青羊区
326,30.7102515,104.0779725,sp,592,成华区
333,30.718275,104.077071,sp,593,成华区
335,30.662163,104.076418,sp,594,锦江区
338,30.662956,104.076938,sp,595,锦江区
340,30.693714,104.0775135,sp,596,金牛区
343,30.67121,104.077802,sp,597,青羊区
349,30.668867,104.07846,sp,598,锦江区
350,30.6887445,104.080588,sp,599,金牛区
351,30.662184,104.078685,sp,600,锦江区
353,30.677708,104.078904,sp,601,金牛区
358,30.670439,104.079479,sp,602,青羊区
359,30.673537,104.07957,sp,603,青羊区
361,30.664122,104.0819965,sp,604,锦江区
363,30.668006,104.080231,sp,605,锦江区
364,30.686871,104.080278,sp,606,金牛区
367,30.6942145,104.086842,sp,607,金牛区
368,30.6926535,104.0840785,sp,608,金牛区
371,30.69174,104.081972,sp,609,金牛区
372,30.666528,104.0814535,sp,610,锦江区
374,30.669593,104.081195,sp,611,青羊区
375,30.696706,104.081485,sp,612,金牛区
376,30.673348,104.0842015,sp,613,青羊区
379,30.659162,104.081861,sp,614,锦江区
381,30.665104,104.082549,sp,615,锦江区
385,30.658159,104.0849205,sp,616,锦江区
387,30.714139,104.0835665,sp,617,成华区
388,30.683444,104.083466,sp,618,金牛区
390,30.6814545,104.0878105,sp,619,金牛区
391,30.678435,104.083949,sp,620,金牛区
392,30.673682,104.084008,sp,621,青羊区
393,30.711508,104.087092,sp,622,成华区
395,30.689416,104.087408,sp,623,金牛区
401,30.660337,104.084901,sp,624,锦江区
403,30.674643,104.085011,sp,625,金牛区
405,30.665614,104.085355,sp,626,锦江区
408,30.684935,104.086012,sp,627,金牛区
409,30.6639145,104.0861195,sp,628,锦江区
416,30.678834,104.0878835,sp,629,金牛区
419,30.672973,104.087564,sp,630,成华区
424,30.6871055,104.087968,sp,631,金牛区
426,30.658024,104.088331,sp,632,成华区
427,30.71519,104.092209,sp,633,成华区
428,30.7071135,104.089336,sp,634,成华区
439,30.669925,104.089734,sp,635,锦江区
443,30.658065,104.090374,sp,636,成华区
448,30.683612,104.09103,sp,637,成华区
452,30.658405,104.091434,sp,638,成华区
453,30.716324,104.092556,sp,639,成华区
454,30.7087095,104.092396,sp,640,成华区
456,30.6582355,104.1012165,sp,641,成华区
458,30.682716,104.092851,sp,642,成华区
461,30.671677,104.093844,sp,643,成华区
467,30.6897415,104.0966135,sp,644,成华区
475,30.667434,104.095541,sp,645,成华区
479,30.684976,104.09703,sp,646,成华区
484,30.7030505,104.096926,sp,647,成华区
486,30.67191,104.1024135,sp,648,成华区
487,30.6630795,104.097446,sp,649,成华区
497,30.681056,104.100104,sp,650,成华区
498,30.6725905,104.1006165,sp,651,成华区
501,30.666337,104.103044,sp,652,成华区
505,30.666609,104.1019935,sp,653,成华区
506,30.669368,104.101884,sp,654,成华区
510,30.665688,104.1032265,sp,655,成华区
511,30.7016765,104.103815,sp,656,成华区
512,30.7057125,104.103301,sp,657,成华区
513,30.687216,104.103241,sp,658,成华区
514,30.659972,104.10351,sp,659,成华区
516,30.67235,104.103727,sp,660,成华区
521,30.717795,104.1084725,sp,661,成华区
523,30.668253,104.1058625,sp,662,成华区
525,30.670535,104.105732,sp,663,成华区
526,30.6862475,104.1140565,sp,664,成华区
530,30.68014,104.11373,sp,665,成华区
531,30.712585,104.109141,sp,666,成华区
532,30.6723895,104.119566,sp,667,成华区
534,30.668797,104.107688,sp,668,成华区
537,30.717916,104.107583,sp,669,成华区
539,30.65798,104.108229,sp,670,成华区
540,30.660338,104.108251,sp,671,成华区
547,30.676278,104.10944,sp,672,成华区
554,30.6661595,104.115509,sp,673,成华区
556,30.667894,104.111788,sp,674,成华区
560,30.703307,104.1132,sp,675,成华区
562,30.707778,104.113684,sp,676,成华区
565,30.703297,104.11545,sp,677,成华区
568,30.660985,104.1162775,sp,678,成华区
570,30.6870575,104.119028,sp,679,成华区
571,30.6591655,104.1205355,sp,680,成华区
575,30.7119225,104.1199085,sp,681,成华区
577,30.658875,104.120278,sp,682,成华区
580,30.6606495,104.1247865,sp,683,成华区
