type_id,lat,lng,type,id,district
13759,30.677,104.041956,tn,391,金牛区
13836,30.677715,104.106109,tn,392,成华区
13949,30.678513,104.048814,tn,393,金牛区
14040,30.679481,104.070562,tn,394,青羊区
14109,30.680007,104.104823,tn,395,成华区
14155,30.680311,104.098089,tn,396,成华区
14157,30.680311,104.098089,tn,397,成华区
14172,30.680655,104.075983,tn,398,金牛区
14208,30.681072,104.074527,tn,399,金牛区
14209,30.681072,104.074527,tn,400,金牛区
14234,30.681286,104.078172,tn,401,金牛区
14260,30.681632,104.118704,tn,402,成华区
14314,30.682046,104.086345,tn,403,金牛区
14318,30.682142,104.094017,tn,404,成华区
14319,30.682142,104.094017,tn,405,成华区
14327,30.682174,104.086422,tn,406,金牛区
14328,30.682174,104.086422,tn,407,金牛区
14380,30.682798,104.067305,tn,408,金牛区
14447,30.683614,104.0836,tn,409,金牛区
14493,30.684112,104.042394,tn,410,金牛区
14494,30.684238,104.087723,tn,411,成华区
14495,30.684238,104.087723,tn,412,成华区
14499,30.684243,104.042464,tn,413,金牛区
14535,30.684732,104.070182,tn,414,金牛区
14597,30.68501,104.06834,tn,415,金牛区
14659,30.685888,104.04498,tn,416,金牛区
14670,30.685905,104.077881,tn,417,金牛区
14750,30.686736,104.089389,tn,418,成华区
14807,30.687399,104.040021,tn,419,金牛区
14819,30.687543,104.073316,tn,420,金牛区
14830,30.687665,104.082434,tn,421,金牛区
14850,30.688185,104.07083,tn,422,金牛区
14870,30.688214,104.063722,tn,423,金牛区
14874,30.688242,104.060791,tn,424,金牛区
14883,30.688269,104.056591,tn,425,金牛区
14887,30.688284,104.057605,tn,426,金牛区
14906,30.688335,104.063724,tn,427,金牛区
14981,30.6891,104.080125,tn,428,金牛区
15110,30.690459,104.095341,tn,429,成华区
15126,30.690505,104.074184,tn,430,金牛区
15164,30.690847,104.094543,tn,431,成华区
15240,30.691663,104.043431,tn,432,金牛区
15390,30.692616,104.057032,tn,433,金牛区
15394,30.692654,104.077519,tn,434,金牛区
15406,30.692673,104.070741,tn,435,金牛区
15415,30.692687,104.052155,tn,436,金牛区
15506,30.693226,104.08282,tn,437,金牛区
15640,30.69478,104.070909,tn,438,金牛区
15755,30.695496,104.05275,tn,439,金牛区
15797,30.696284,104.061747,tn,440,金牛区
15879,30.696889,104.074304,tn,441,金牛区
15893,30.69693,104.070738,tn,442,金牛区
15916,30.696981,104.063769,tn,443,金牛区
15938,30.697045,104.063769,tn,444,金牛区
15985,30.697985,104.089142,tn,445,成华区
15986,30.697985,104.089142,tn,446,成华区
16048,30.698627,104.104245,tn,447,成华区
16466,30.702783,104.077355,tn,448,成华区
16574,30.703301,104.114509,tn,449,成华区
16643,30.703693,104.093344,tn,450,成华区
16713,30.704185,104.046388,tn,451,金牛区
16845,30.70506,104.063751,tn,452,金牛区
16988,30.705985,104.094809,tn,453,成华区
17177,30.707776,104.110471,tn,454,成华区
17316,30.70896,104.048627,tn,455,金牛区
17321,30.70896,104.048627,tn,456,金牛区
17416,30.709735,104.097186,tn,457,成华区
17523,30.710708,104.111352,tn,458,成华区
17538,30.710856,104.048664,tn,459,金牛区
17609,30.711477,104.060924,tn,460,金牛区
17673,30.712301,104.111537,tn,461,成华区
18023,30.715191,104.107097,tn,462,成华区
18024,30.715191,104.107097,tn,463,成华区
18189,30.716772,104.071877,tn,464,金牛区
18205,30.717057,104.042061,tn,465,金牛区
18221,30.717199,104.126801,tn,466,成华区
18271,30.717916,104.107583,tn,467,成华区
18402,30.720071,104.116704,tn,468,成华区
18441,30.720681,104.046823,tn,469,金牛区
18815,30.724469,104.103936,tn,470,成华区
18988,30.72519,104.107041,tn,471,成华区
19159,30.725975,104.112539,tn,472,成华区
19209,30.726422,104.110792,tn,473,成华区
19272,30.727413,104.045298,tn,474,金牛区
19292,30.727745,104.105584,tn,475,成华区
19297,30.727828,104.105262,tn,476,成华区
19319,30.72854,104.044521,tn,477,金牛区
11,30.700283,104.044977,sp,478,金牛区
13,30.6942245,104.087409,sp,479,金牛区
21,30.72328,104.038665,sp,480,金牛区
31,30.6816265,104.0407715,sp,481,金牛区
42,30.656963,104.0411455,sp,482,青羊区
43,30.6852685,104.0451975,sp,483,金牛区
45,30.7140925,104.040219,sp,484,金牛区
47,30.708319,104.0417005,sp,485,金牛区
48,30.6906765,104.04432,sp,486,金牛区
55,30.670619,104.041338,sp,487,金牛区
59,30.688307,104.041888,sp,488,金牛区
61,30.717057,104.042061,sp,489,金牛区
64,30.7120585,104.0426485,sp,490,金牛区
65,30.694601,104.043376,sp,491,金牛区
66,30.717258,104.044204,sp,492,金牛区
67,30.7098485,104.044447,sp,493,金牛区
69,30.706838,104.043257,sp,494,金牛区
70,30.703955,104.043638,sp,495,金牛区
72,30.6797275,104.0437945,sp,496,金牛区
73,30.657664,104.044464,sp,497,青羊区
75,30.689315,104.0457185,sp,498,金牛区
76,30.7047715,104.044418,sp,499,金牛区
77,30.696301,104.043723,sp,500,金牛区
80,30.707553,104.044285,sp,501,金牛区
84,30.667737,104.044575,sp,502,金牛区
85,30.665046,104.044711,sp,503,青羊区
86,30.711163,104.0461725,sp,504,金牛区
87,30.675069,104.045593,sp,505,金牛区
88,30.672914,104.045858,sp,506,金牛区
92,30.7069355,104.046761,sp,507,金牛区
93,30.720681,104.046823,sp,508,金牛区
101,30.6665525,104.0488535,sp,509,青羊区
104,30.662301,104.0488075,sp,510,青羊区
105,30.716235,104.048659,sp,511,金牛区
108,30.668714,104.049418,sp,512,青羊区
110,30.663052,104.05313,sp,513,青羊区
113,30.69115,104.0520175,sp,514,金牛区
116,30.7066505,104.050361,sp,515,金牛区
121,30.656655,104.051063,sp,516,青羊区
128,30.674435,104.054953,sp,517,青羊区
130,30.695496,104.05275,sp,518,金牛区
133,30.670038,104.053604,sp,519,青羊区
134,30.6606865,104.0588575,sp,520,青羊区
136,30.682717,104.056267,sp,521,金牛区
146,30.6969875,104.0672535,sp,522,金牛区
158,30.65691,104.056162,sp,523,青羊区
159,30.6965125,104.0565755,sp,524,金牛区
160,30.668793,104.056859,sp,525,青羊区
161,30.674432,104.056913,sp,526,青羊区
166,30.6756985,104.0578105,sp,527,青羊区
167,30.670238,104.0578675,sp,528,青羊区
168,30.669247,104.057821,sp,529,青羊区
170,30.6659385,104.0580635,sp,530,青羊区
172,30.662331,104.058296,sp,531,青羊区
174,30.6588175,104.0625545,sp,532,青羊区
179,30.683329,104.061213,sp,533,青羊区
180,30.725428,104.059961,sp,534,金牛区
182,30.6657105,104.059928,sp,535,青羊区
184,30.7325855,104.06104,sp,536,金牛区
185,30.685242,104.060945,sp,537,金牛区
189,30.690866,104.060578,sp,538,金牛区
190,30.693284,104.060602,sp,539,金牛区
191,30.691647,104.060615,sp,540,金牛区
192,30.703011,104.0610525,sp,541,金牛区
195,30.708054,104.061767,sp,542,金牛区
197,30.702596,104.066136,sp,543,金牛区
199,30.661668,104.0616845,sp,544,青羊区
208,30.658871,104.0653275,sp,545,锦江区
218,30.700916,104.064056,sp,546,金牛区
221,30.675381,104.064821,sp,547,青羊区
223,30.7102765,104.0654545,sp,548,金牛区
226,30.669575,104.065804,sp,549,青羊区
227,30.7007435,104.066194,sp,550,金牛区
229,30.66764,104.0663015,sp,551,青羊区
232,30.7031805,104.06662,sp,552,金牛区
234,30.7134355,104.067559,sp,553,金牛区
235,30.685723,104.067727,sp,554,金牛区
236,30.709688,104.0701375,sp,555,成华区
239,30.683222,104.067504,sp,556,金牛区
240,30.7308895,104.0677205,sp,557,金牛区
250,30.6577655,104.0694445,sp,558,锦江区
251,30.675507,104.068452,sp,559,青羊区
252,30.675109,104.069239,sp,560,青羊区
253,30.658662,104.071411,sp,561,锦江区
256,30.689429,104.070786,sp,562,金牛区
257,30.6610165,104.0724925,sp,563,锦江区
258,30.656018,104.069601,sp,564,锦江区
263,30.6597195,104.069993,sp,565,锦江区
265,30.666135,104.069771,sp,566,青羊区
266,30.669024,104.069914,sp,567,青羊区
