,date,hour,dayofweek,dayofyear,dayofmonth,weekofyear,temperature,dew_point,humidity,wind_speed,pressure,poi1,poi2,poi3,poi4,poi5,road_level,speed_limit,lat,lng,label
53704,2016-09-18 16:00:00,16,6,262,18,37,61,48,63,16,29.97,3,5,1,1,1,-1,60,24.496899499999998,118.111709,2
53705,2016-09-18 17:00:00,17,6,262,18,37,57,46,67,16,30.0,3,5,1,1,1,-1,60,24.496899499999998,118.111709,2
54422,2016-09-18 14:00:00,14,6,262,18,37,64,46,52,4,29.97,0,3,1,2,2,-1,60,24.488965,118.0889885,1
54423,2016-09-18 15:00:00,15,6,262,18,37,63,48,59,13,29.97,0,3,1,2,2,-1,60,24.488965,118.0889885,1
54424,2016-09-18 16:00:00,16,6,262,18,37,61,48,63,16,29.97,0,3,1,2,2,-1,60,24.488965,118.0889885,1
54425,2016-09-18 17:00:00,17,6,262,18,37,57,46,67,16,30.0,0,3,1,2,2,-1,60,24.488965,118.0889885,1
55142,2016-09-18 14:00:00,14,6,262,18,37,64,46,52,4,29.97,0,0,0,0,0,45000,50,24.4335365,118.103251,1
55143,2016-09-18 15:00:00,15,6,262,18,37,63,48,59,13,29.97,0,0,0,0,0,45000,50,24.4335365,118.103251,1
55144,2016-09-18 16:00:00,16,6,262,18,37,61,48,63,16,29.97,0,0,0,0,0,45000,50,24.4335365,118.103251,1
55145,2016-09-18 17:00:00,17,6,262,18,37,57,46,67,16,30.0,0,0,0,0,0,45000,50,24.4335365,118.103251,1
55862,2016-09-18 14:00:00,14,6,262,18,37,64,46,52,4,29.97,4,4,1,4,4,-1,60,24.4812725,118.104021,0
55863,2016-09-18 15:00:00,15,6,262,18,37,63,48,59,13,29.97,4,4,1,4,4,-1,60,24.4812725,118.104021,0
55864,2016-09-18 16:00:00,16,6,262,18,37,61,48,63,16,29.97,4,4,1,4,4,-1,60,24.4812725,118.104021,0
55865,2016-09-18 17:00:00,17,6,262,18,37,57,46,67,16,30.0,4,4,1,4,4,-1,60,24.4812725,118.104021,0
56582,2016-09-18 14:00:00,14,6,262,18,37,64,46,52,4,29.97,3,6,2,5,5,-1,40,24.496252,118.109473,2
56583,2016-09-18 15:00:00,15,6,262,18,37,63,48,59,13,29.97,3,6,2,5,5,-1,40,24.496252,118.109473,2
56584,2016-09-18 16:00:00,16,6,262,18,37,61,48,63,16,29.97,3,6,2,5,5,-1,40,24.496252,118.109473,2
56585,2016-09-18 17:00:00,17,6,262,18,37,57,46,67,16,30.0,3,6,2,5,5,-1,40,24.496252,118.109473,2
57302,2016-09-18 14:00:00,14,6,262,18,37,64,46,52,4,29.97,1,6,2,5,5,45000,40,24.482136999999998,118.1122725,0
