1,0,15835.4
0,2,15448.6
0,3,13869.4
0,1,16143.7
3,0,15198.9
0,4,13862
4,0,15206.2
0,5,13977.6
5,0,15090.6
0,6,13167
6,0,14723.6
0,7,13842.9
7,0,14231.5
0,8,13416
8,0,14366.3
0,9,12813.4
9,0,13732.5
0,10,13567.3
10,0,14891.7
0,11,15154.9
2,0,14401.3
11,0,14695
0,12,16411.9
13,0,16589.8
12,0,17065.4
0,14,12799
14,0,17790
0,15,12483.2
15,0,12024.9
0,16,12380.6
16,0,13013.6
17,0,16763.9
0,13,16887.5
0,18,14924.1
18,0,17939
0,19,13615.5
19,0,12552.1
20,0,17944.2
0,21,10476.4
21,0,10921.2
0,22,10656.8
22,0,11036.2
0,23,10776.8
23,0,10952.4
0,24,11262.7
24,0,11108.9
0,25,10801.8
0,17,16242.3
25,0,10595.8
26,0,9827.1
0,26,9293.5
0,27,11118.9
27,0,13224
28,0,10635.7
0,29,12616.7
0,20,14929.3
29,0,11852.6
0,30,12297.9
30,0,12749.1
0,31,10187.6
31,0,11541.5
0,32,11269.6
0,33,10037.3
33,0,10561.4
0,28,10081.2
0,34,10334.1
0,35,10110.5
34,0,10851
35,0,10996.5
0,36,10005.6
36,0,11101.5
0,37,9899.5
0,38,11976.5
37,0,10825.3
32,0,11102
38,0,13070.4
39,0,10520.4
0,39,10028.5
0,40,12631.9
40,0,11867.7
0,41,8834.3
41,0,11607.5
0,42,2410.8
42,0,2379.7
0,43,8387.7
43,0,10190.6
0,44,10088.6
0,45,9833.2
45,0,10367.1
0,46,10075.7
46,0,10700.9
0,47,9016.5
47,0,9575.4
0,48,10057.1
48,0,10612.7
0,49,8781.8
49,0,9189.6
50,0,10704.4
44,0,10460.3
51,0,10176.6
0,51,9690.9
0,52,11926.6
0,53,9871.5
52,0,13120.3
53,0,10375.7
0,54,9888.3
0,55,11475.7
54,0,10273
56,0,10347.5
0,56,9852.8
0,57,11931.5
57,0,13115.4
55,0,10693
0,58,11478.2
58,0,11550.4
0,59,9460.7
0,50,10225.4
60,0,10771.4
0,61,9782.3
0,60,11554.1
61,0,10085.1
0,62,9888.3
62,0,10273
0,63,10322.8
63,0,10372.3
0,64,11012.5
64,0,10431.1
0,65,11396.6
65,0,10815.2
0,67,8158.9
0,66,11479.7
66,0,10791.9
59,0,9244.7
67,0,8355.9
0,68,11409.3
68,0,11683.6
0,69,9926.8
69,0,10431
0,70,11182.9
70,0,10601.5
71,0,10431.1
0,72,11445.7
72,0,11326.2
73,0,11689.9
0,73,11403
0,74,9626.4
0,71,11012.5
0,75,9785.6
74,0,10196.7
75,0,10037.5
0,76,9401.3
77,0,11402.2
0,77,11690.8
76,0,9304.1
78,0,11551.6
0,79,7862.7
0,78,11477
79,0,10380.7
80,0,9533.8
0,80,8997.7
0,81,11205.3
81,0,10158.4
0,82,10986.5
0,83,9517.1
83,0,9009.4
82,0,10379.2
0,84,13818.2
84,0,12188.1
0,85,9523.7
85,0,10057.3
0,86,11436.9
86,0,11335
0,87,9779.8
87,0,10160.2
0,88,9343.3
88,0,9909.1
0,89,9398
0,90,7665
89,0,9854.4
90,0,8033.1
0,91,9222.8
91,0,9741.1
0,92,10968.8
92,0,10580.4
0,93,11472.9
93,0,12470.5
0,94,11628.6
94,0,11640.2
0,95,7917
95,0,9716.1
0,96,9453.6
0,97,8997.1
96,0,9802.6
98,0,9727.1
97,0,9266
0,98,9512.1
0,99,11125.9
0,100,10745.6
99,0,10405.3
100,0,10330.6
0,101,13141.7
101,0,11082.7
0,102,12595.3
102,0,11440
103,0,10501.6
0,103,11108.8
104,0,9004
0,105,8745.8
0,104,9304.6
0,106,8589.8
105,0,9279.7
0,107,9645.9
106,0,9457.2
0,108,9346.2
0,109,9644.4
108,0,9710.6
107,0,9606.5
109,0,9608
0,110,7847
110,0,8667.8
0,111,12476
111,0,11222.7
0,112,9348.2
112,0,9708.6
0,113,10409
0,114,11218.2
113,0,9443.3
114,0,10145.5
0,115,8892.5
115,0,9078.8
0,116,9592.8
116,0,8063
117,0,8463.3
0,117,9193
118,0,10995.9
0,118,13054.9
119,0,10985.7
0,119,12932.3
0,120,9559.4
120,0,9534
0,121,12759.5
121,0,12067.7
0,122,12753.1
122,0,11224.8
0,123,12722.4
124,0,9366.9
0,124,9222.7
0,125,8535.8
123,0,12134
126,0,11713.5
0,127,9242.8
125,0,9077.3
0,126,11818.8
127,0,9387
0,128,6590.3
128,0,7034
0,129,9437.3
129,0,10440.9
130,0,11713.5
0,130,11818.8
0,131,8723.5
131,0,8897.7
132,0,9059.9
0,133,10670.1
0,132,8182.9
0,134,8542.9
133,0,9324.8
134,0,9070.2
0,135,13689.3
135,0,12597.8
0,136,9434.7
136,0,10443.5
0,137,11802.5
137,0,10946.3
0,138,6763.7
138,0,8048.3
0,139,7327.7
139,0,10305.4
0,140,10559.5
140,0,9379.7
142,0,9537.5
0,142,7940.3
0,143,9187.1
143,0,8426
141,0,13103
0,144,8717.5
144,0,8903.6
0,145,7824.1
145,0,9627.5
146,0,9068
0,146,8023.9
0,141,12981
147,0,8418.4
0,148,8150.4
148,0,8694.6
0,149,7730.5
149,0,8067.3
0,150,9859.8
150,0,8111.5
151,0,7552.4
0,151,6071.9
0,152,11696.9
152,0,10840.7
0,153,6776.1
153,0,6500.4
154,0,8500.7
0,147,9194.8
0,155,6375
0,154,7956.4
155,0,7201.3
156,0,13161.6
157,0,7198.3
0,156,11767.1
0,158,7559.9
158,0,8854.9
0,157,6378.1
159,0,7805.2
0,159,5819.1
160,0,7899.6
0,161,11693.3
0,160,5724.7
161,0,14192.8
0,162,6222.4
163,0,6500.4
0,163,6776.1
164,0,6252.4
0,164,5280
0,165,6044.8
165,0,6790.7
162,0,8182.7
0,167,5697.4
166,0,6657.2
167,0,7926.9
0,166,6967.1
0,168,5945
168,0,6872.6
0,169,5704.8
169,0,7919.4
0,170,5737.5
0,171,5699.5
170,0,7886.8
171,0,6409.3
0,172,5801.5
172,0,6852.1
0,173,6066.3
173,0,6977.4
0,174,7735.1
174,0,8116.9
0,175,7053.3
175,0,8072.3
0,176,7299.5
176,0,7857.2
0,177,7404.9
177,0,8787.8
178,0,8076.9
0,178,7048.6
0,179,13106.3
0,180,5331.7
179,0,13263.9
180,0,6107.4
0,181,6351.1
181,0,7097
0,182,5553.3
182,0,6447.7
0,183,6898.5
183,0,7429.4
0,184,14879
0,185,6784.2
0,186,5347
185,0,7459.9
186,0,6536.2
187,0,5682
0,188,6562.5
0,187,4966.6
184,0,15226.4
188,0,7842.6
0,189,5168.6
189,0,6171.3
0,190,7196.4
190,0,7727.3
0,191,6887.8
0,192,6443.5
191,0,7795.4
192,0,6204.1
0,193,5882.8
0,194,6443.5
194,0,6204.1
193,0,6934.8
0,195,6757.2
0,196,6539.1
196,0,7866
195,0,7822.4
197,0,7211.4
0,197,6656
0,198,13483.9
198,0,13106.7
0,199,8486.4
199,0,8053.8
0,200,8006.2
200,0,7444.4
0,201,6672.7
201,0,7585.8
0,202,14177.4
202,0,14150.7
0,203,4907.5
203,0,5680.2
0,204,4029.5
204,0,5807.6
0,205,5016.4
205,0,5632.2
0,206,4348.7
206,0,5187.4
0,207,4015.1
207,0,5045.1
0,208,4005.2
208,0,5035.2
209,0,6816.4
0,209,6505.4
0,210,6453.1
210,0,7086.4
0,211,5815.2
211,0,7171
0,212,3708.5
212,0,5839.9
0,213,6228.6
0,214,14127.2
213,0,8176.4
214,0,14200.9
0,215,5115
215,0,5807.9
216,0,6744.5
0,216,5232
217,0,5861.2
0,217,5460.6
218,0,13118.5
219,0,6675.8
0,219,5280.9
0,218,14554.7
0,220,5433.9
220,0,5887.9
0,221,5829.2
221,0,5393.3
0,222,5120.1
222,0,5802.8
0,223,5347.7
223,0,6734.3
0,224,8545.3
0,225,3819.5
224,0,6905.3
225,0,5728.9
0,226,5122.6
226,0,5800.3
0,227,4868.4
227,0,4968.8
0,228,6266.5
228,0,6603.3
0,229,5687.3
229,0,6280.3
0,230,14777
230,0,14317.7
0,231,14566.8
231,0,13106.4
0,232,4810
0,233,4196.5
232,0,6164.5
233,0,4315.3
0,235,6152.6
0,234,12338
234,0,12471.1
235,0,6745.6
0,236,6106.4
236,0,5974.7
0,237,4979.7
237,0,5208.9
0,238,4523.6
238,0,5125.5
0,239,11710.9
0,240,4982.1
240,0,5206.5
0,241,6145
241,0,6738
0,242,4232.2
242,0,4876.8
0,243,8740.8
243,0,8308.2
0,244,4966.3
244,0,5222.3
245,0,4704
0,246,12453.2
0,245,4984.3
0,247,4605.1
247,0,4953.6
0,248,4333.9
246,0,12963.7
239,0,11844
0,249,3670.7
248,0,4965.9
249,0,3935.5
0,250,3844.2
0,251,3090.8
250,0,4121.1
251,0,4232.9
0,252,3411.6
252,0,2989.2
0,253,4351.5
253,0,4412
0,254,2899.9
254,0,3572.1
255,0,2732.4
0,255,3534.3
256,0,3146.5
0,256,3120.3
257,0,2704.2
0,257,2959.5
0,258,2661.7
258,0,3385.4
0,259,2753.8
259,0,2909.9
0,260,6247.3
260,0,5817.2
261,0,5219
0,261,4399.9
263,0,4065.6
0,262,4982.2
0,263,4430.7
262,0,4725.3
0,264,2085.2
264,0,2158.1
265,0,2995.9
0,265,3418.3
0,266,2253.8
266,0,2256.8
0,267,2410.7
267,0,2379.6
0,268,2047.1
268,0,2196.2
0,269,2415.2
269,0,2384.1
0,270,2041
270,0,2042.5
0,271,4114.9
271,0,4381.5
272,0,3645.8
0,272,3941.4
0,273,2259.9
273,0,2228.8
274,0,2401.6
0,274,3384.7
0,275,3933.8
276,0,3649.8
275,0,3653.4
0,277,3434.9
277,0,3717.6
0,276,3937.4
0,278,1821.3
278,0,1867.4
0,280,1736.9
0,279,2408.3
279,0,2377.2
280,0,2758.1
0,281,5115.3
0,282,2979
281,0,4992.4
283,0,2037.5
0,283,2036
0,284,4623.8
282,0,3020.3
284,0,4670.7
285,0,13917.1
286,0,4652.6
0,287,1756.8
287,0,1758.3
0,288,1816.2
0,286,4954.7
288,0,2652.3
0,289,2119.3
0,290,3285.7
290,0,3215.4
0,291,3317.4
291,0,4387.3
